"pagina","aeroporto","cliques","impressoes","ctr","posicao"
"https://movepark.co/estacionamento/express-parking/","","153","20016","0.76","11.97"
"https://movepark.co/estacionamentos/aeroporto-joao-pessoa/","","151","15545","0.97","9.46"
"https://movepark.co/estacionamentos/aeroporto-confins/be-park-estacionamento-aeroporto-confins/","CNF","130","36155","0.36","11.22"
"https://aeropark.movepark.co/","","122","22992","0.53","8.31"
"https://movepark.co/estacionamentos/aeroporto-congonhas/mobi-city-cgh/","","121","20345","0.59","7.70"
"https://movepark.co/blog/preco-estacionamento-aeroporto-navegantes-saiba-tudo-aqui/","","120","11994","1.00","8.01"
"https://movepark.co/blog/onde-deixar-o-carro-estacionado-em-viracopos/","VCP","107","10626","1.01","13.34"
"https://garageinn.movepark.co/","","106","20811","0.51","6.89"
"https://movepark.co/estacionamentos/","","103","11458","0.90","11.45"
"https://movepark.co/estacionamentos/aeroporto-maceio/","","97","6246","1.55","11.11"
"https://movepark.co/estacionamentos/aeroporto-confins/premium-park-estacionamento-aeroporto-confins/","CNF","95","26284","0.36","9.25"
"https://abbapark.movepark.co/","","94","14315","0.66","5.26"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/econopark-gru/","GRU","85","19452","0.44","6.80"
"https://movepark.co/estacionamentos/aeroporto-congonhas/aerovalet-congonhas-estacionamento-aeroporto-congonhas/","","78","5469","1.43","11.43"
"https://movepark.co/blog/quais-os-melhores-estacionamentos-do-aeroporto-viracopos-em-2024/","VCP","70","12190","0.57","11.13"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/decolar-park-gru/","GRU","70","32570","0.21","6.93"
"https://movepark.co/blog/estacionamento-proximo-do-aeroporto-guarulhos-as-melhores-opcoes/","GRU","69","8751","0.79","31.85"
"https://movepark.co/blog/onde-estacionar-proximo-ao-aeroporto-de-viracopos/","VCP","68","9300","0.73","14.32"
"https://movepark.co/estacionamentos/aeroporto-congonhas/plenty-park/","","67","6550","1.02","7.56"
"https://movepark.co/estacionamentos/aeroporto-brasilia/","","61","7752","0.79","20.80"
"https://movepark.co/blog/preco-estacionamento-aeroporto-guarulhos-saiba-tudo-aqui/","GRU","59","27976","0.21","16.93"
"https://movepark.co/estacionamentos/aeroporto-confins/central-park-confins-estacionamento-aeroporto-confins/","CNF","58","17894","0.32","10.74"
"https://movepark.co/estacionamentos/aeroporto-congonhas/one-parking-estacionamento-aeroporto-congonhas/","","58","5025","1.15","9.98"
"https://movepark.co/estacionamentos/aeroporto-londrina/","","57","2851","2.00","13.43"
"https://movepark.co/estacionamentos/aeroporto-rio-galeao/","","55","6063","0.91","40.21"
"https://movepark.co/estacionamentos/aeroporto-rio-galeao/estapar-estacionamento-aeroporto-galeao/","","54","6932","0.78","17.23"
"https://virapark.movepark.co/login","","52","25528","0.20","7.53"
"https://aeropark.movepark.co/aeroporto-guarulhos/vaga-coberta","GRU","49","21223","0.23","7.86"
"https://movepark.co/estacionamentos/aeroporto-cuiaba/","","49","2884","1.70","11.79"
"https://movepark.co/blog/guia-completo-dos-estacionamentos-proximos-ao-aeoroporto-de-confins/","CNF","43","14838","0.29","13.13"
"https://movepark.co/blog/qual-o-melhor-estacionamento-no-aeroporto-de-viracopos-guia-completo-para-economizar-e-viajar-com-tranquilidade/","VCP","43","9985","0.43","9.56"
"https://movepark.co/estacionamentos/aeroporto-confins/estacionamento-patio-confins/","CNF","43","13364","0.32","12.52"
"https://movepark.co/estacionamentos/aeroporto-congonhas/arai-park-cgh/","","43","7449","0.58","6.86"
"https://movepark.co/estacionamentos/aeroporto-navegantes/prime-estacionamento-aeroporto-navegantes/","","41","4553","0.90","10.38"
"https://movepark.co/estacionamentos/rio-de-janeiro/move-parking-nova-iguacu/","","41","3227","1.27","8.12"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/aerovalet-estacionamento-aeroporto-guarulhos/","GRU","40","4085","0.98","7.51"
"https://movepark.co/blog/como-pagar-mais-barato-no-estacionamento-do-aeroporto-viracopos-em-2024/","VCP","39","1980","1.97","19.16"
"https://movepark.co/blog/guia-completo-tudo-o-que-voce-deveria-saber-sobre-o-aeroporto-de-lisboa/","","39","45731","0.09","11.90"
"https://movepark.co/blog/tudo-sobre-o-aeroporto-de-confins-guia-completo/","CNF","39","16955","0.23","9.62"
"https://movepark.co/estacionamentos/aeroporto-salgado-filho/","","39","2149","1.81","28.87"
"https://movepark.co/blog/qual-e-o-melhor-estacionamento-do-aeroporto-de-viracopos/","VCP","37","5645","0.66","16.12"
"https://plenty.movepark.co/","","36","3308","1.09","7.73"
"https://movepark.co/estacionamentos/terminal-rodoviario-tiete/","","35","6260","0.56","16.32"
"https://movepark.co/blog/melhor-estacionamento-aeroporto-guarulhos-guia-completo-para-escolher-com-seguranca-economia-e-conforto/","GRU","34","9803","0.35","16.36"
"https://movepark.co/blog/estacionamento-vcp-onde-deixar-o-carro-em-viracopos-sem-dor-de-cabeca/","VCP","32","6049","0.53","11.13"
"https://movepark.co/blog/guia-completo-dos-estacionamentos-proximos-ao-aeroporto-de-congonhas/","","32","9042","0.35","23.93"
"https://movepark.co/blog/qual-e-o-valor-da-diaria-estacionamento-aeroporto-guarulhos/","GRU","32","12072","0.27","23.95"
"https://movepark.co/estacionamentos/aeroporto-confins/","CNF","32","6402","0.50","26.07"
"https://movepark.co/estacionamentos/aeroporto-confins/aeropark-confins-estacionamento-aeroporto-confins/","CNF","30","9829","0.31","12.57"
"https://movepark.co/blog/aeroporto-afonso-pena-5-melhores-opcoes-de-estacionamento-em-2024/","CWB","28","29163","0.10","17.50"
"https://movepark.co/estacionamentos/aeroporto-viracopos/bandeira-park/","VCP","28","21977","0.13","9.63"
"https://aerovalet.movepark.co/","","27","2562","1.05","6.71"
"https://movepark.co/blog/estacionamento-aeroporto-guarulhos-gru-economia-recorde-seguranca-e-translado-gratuito-com-a-move-park/","GRU","25","5548","0.45","9.92"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-santos-dumont","","25","337","7.42","8.55"
"https://virapark.movepark.co/virapark/vaga-avulsa","","25","10097","0.25","8.58"
"https://movepark.co/pt/estacionamento-proximo-do-aeroporto-guarulhos-as-melhores-opcoes/","GRU","24","11223","0.21","32.47"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-brasilia","","23","1248","1.84","8.59"
"https://movepark.co/pt/","","23","2869","0.80","12.25"
"https://movepark.co/blog/quanto-custa-deixar-o-carro-no-aeroporto-viracopos-por-7-dias/","VCP","22","3639","0.60","17.74"
"https://movepark.co/blog/estacionamento-gru-airport-guia-completo-para-parar-seu-carro-com-tranquilidade/","GRU","20","6997","0.29","31.35"
"https://movepark.co/blog/guia-completo-sobre-o-aeroporto-de-guarulhos/","GRU","20","6235","0.32","11.80"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-do-recife","","20","849","2.36","8.54"
"https://movepark.co/pt/estacionamentos/lisboa/skypark-estacionamento-aeroporto-lisboa/","","20","15918","0.13","43.19"
"https://movepark.co/blog/por-que-o-virapark-se-destaca-como-melhor-estacionamento-do-aeroporto-campinas/","VCP","19","8344","0.23","9.32"
"https://movepark.co/blog/estacionamento-barato-aeroporto-curitiba/","CWB","18","2549","0.71","16.98"
"https://movepark.co/blog/onde-estacionar-o-carro-no-aeroporto-de-guarulhos/","GRU","18","5863","0.31","27.50"
"https://movepark.co/estacionamentos/aeroporto-afonso-pena/connect-park-aeroporto-afonso-pena","CWB","17","167","10.18","4.66"
"https://movepark.co/blog/onde-estacionar-proximo-ao-aeroporto-de-lisboa-guia-completo-para-viajantes/","","15","27307","0.05","55.87"
"https://movepark.co/p/garageinn/aeroporto-viracopos/avulsa","VCP","15","313","4.79","9.02"
"https://movepark.co/blog/estacionamento-aeroporto-viracopos-como-reservar-antecipadamente-e-garantir-sua-vaga/","VCP","14","4178","0.34","26.00"
"https://movepark.co/pt/qual-e-o-valor-da-diaria-estacionamento-aeroporto-guarulhos/","GRU","14","8754","0.16","22.87"
"https://movepark.co/blog/as-melhores-estrategias-para-economizar-no-estacionamento-do-aeroporto-de-guarulhos/","GRU","13","2601","0.50","41.63"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/flypark-gru/","GRU","13","6547","0.20","11.24"
"https://movepark.co/estacionamentos/aeroporto-viracopos/yellow-parking/","VCP","13","15709","0.08","10.67"
"https://movepark.co/estacionamentos/aeroporto-confins/park-confins-estacionamento-aeroporto-confins/","CNF","12","2736","0.44","29.09"
"https://movepark.co/blog/aeroporto-afonso-pena-confira-o-guia-completo-para-sua-viagem/","CWB","11","47992","0.02","12.52"
"https://movepark.co/blog/garanta-desconto-no-estacionamento-do-aeroporto-viracopos-com-a-movepark/","VCP","11","798","1.38","15.23"
"https://movepark.co/blog/top-5-melhores-estacionamentos-aeroporto-viracopos/","VCP","11","742","1.48","9.15"
"https://movepark.co/pt/o-sistema/","","11","1325","0.83","20.82"
"https://movepark.co/blog/valor-de-diaria-estacionamento-aeroporto-guarulhos/","GRU","10","11961","0.08","44.89"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-santos-dumont","","10","234","4.27","10.67"
"https://movepark.co/blog/conheca-o-estacionamento-mais-proximo-do-aeroporto-afonso-pena-em-2024/","CWB","9","5038","0.18","14.58"
"https://movepark.co/blog/qual-e-o-preco-medio-do-estacionamento-no-aeroporto-guarulhos/","GRU","9","4607","0.20","45.37"
"https://skypark.movepark.co/","","9","2050","0.44","21.22"
"https://movepark.co/blog/qual-o-valor-da-diaria-do-estacionamento-no-aeroporto-viracopos-2024/","VCP","8","2140","0.37","23.28"
"https://movepark.co/destinos/aeroporto-afonso-pena","CWB","8","566","1.41","11.72"
"https://movepark.co/destinos/aeroporto-internacional-do-recife-guararapes","","8","343","2.33","10.13"
"https://movepark.co/estacionamentos/aeroporto-de-congonhas/congonhas-park-aeroporto-congonhas","","8","320","2.50","19.18"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/urban-park-estacionamento-aeroporto-guarulhos-cumbica/","GRU","8","14968","0.05","17.39"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-salvador","","8","558","1.43","9.14"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/parkindigo-estacionamento-aeroporto-guarulhos/","GRU","7","8339","0.08","44.10"
"https://movepark.co/estacionamentos/aeroporto-internacional-do-recife-guararapes/talentos-park-aeroporto-recife","","7","71","9.86","3.86"
"https://movepark.co/estacionamentos/rio-de-janeiro/","","7","696","1.01","14.29"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-brasilia","","7","198","3.54","11.15"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-do-galeao","","7","1056","0.66","9.39"
"https://movepark.co/p/virapark/virapark/covered","","7","1083","0.65","11.04"
"https://movepark.co/pt/estacionamento-aeroporto-guarulhos-veja-o-preco-dos-principais-estacionamentos/","GRU","7","4219","0.17","38.69"
"https://movepark.co/blog/aeroporto-de-congonhas-informacoes-completas/","","6","2627","0.23","18.77"
"https://movepark.co/blog/guia-completo-descubra-o-melhor-do-aeroporto-viracopos/","VCP","6","5279","0.11","12.49"
"https://movepark.co/blog/guia-completo-estacionamento-aeroporto-viracopos-2026-precos-seguranca-e-economia/","VCP","6","1561","0.38","7.99"
"https://movepark.co/destinos/aeroporto-de-vitoria","","6","446","1.35","9.94"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-londrina","","6","126","4.76","7.00"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-teresina","","6","76","7.89","5.01"
"https://nationpark.movepark.co/","","6","1409","0.43","7.26"
"https://virapark.movepark.co/pt-br/virapark/vaga-avulsa/vehicle","","6","577","1.04","8.33"
"https://aerovalet.movepark.co/aeroporto-congonhas/vaga-coberta-cgh","","5","1287","0.39","8.80"
"https://movepark.co/blog/conheca-os-5-principais-estacionamentos-no-aeroporto-de-guarulhos-em-2023/","GRU","5","5307","0.09","66.15"
"https://movepark.co/blog/melhores-opcoes-de-estacionamento-gru-airport/","GRU","5","12099","0.04","54.70"
"https://movepark.co/destinos/aeroporto-de-brasilia","","5","455","1.10","10.66"
"https://movepark.co/destinos/aeroporto-de-joao-pessoa","","5","270","1.85","7.66"
"https://movepark.co/destinos/aeroporto-de-viracopos","VCP","5","265","1.89","28.89"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/aeroparking-gru/","GRU","5","2265","0.22","26.06"
"https://movepark.co/estacionamentos/aeroporto-guarulhos/viaje-park-gru/","GRU","5","6285","0.08","11.74"
"https://movepark.co/faq/o-estacionamento-no-santos-dumont-oferece-traslado-ate-o-terminal","","5","223","2.24","12.86"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-salgado-filho","","5","604","0.83","8.41"
"https://movepark.co/o-sistema/","","5","950","0.53","22.51"
"https://movepark.co/pt/estacionamentos/","","5","554","0.90","27.21"
"https://garageinn.movepark.co/login","","4","294","1.36","11.01"
"https://movepark.co/blog/como-pagar-mais-barato-no-estacionamento-do-aeroporto-guarulhos/","GRU","4","2262","0.18","32.03"
"https://movepark.co/blog/estacionamento-aeroporto-curitiba-cwb-a-solucao-economica-e-segura-com-a-move-park/","CWB","4","564","0.71","14.56"
"https://movepark.co/blog/onde-deixar-meu-carro-em-aeroporto-guarulhos/","GRU","4","1611","0.25","9.56"
"https://movepark.co/blog/qual-o-valor-da-diaria-do-estacionamento-no-aeroporto-guarulhos/","GRU","4","2521","0.16","61.27"
"https://movepark.co/blog/seu-guia-definitivo-para-uma-partida-descomplicada-dicas-valiosas-do-aeroporto-de-guarulhos/","GRU","4","1678","0.24","11.75"
"https://movepark.co/destinos/aeroporto-de-cuiaba","","4","148","2.70","8.72"
"https://movepark.co/estacionamentos/aeroporto-de-congonhas/grand-parking-aeroporto-congonhas","","4","232","1.72","6.04"
"https://movepark.co/estacionamentos/aeroporto-do-galeao/rl-estacionamentos-aeroporto-galeao","","4","66","6.06","21.41"
"https://movepark.co/estacionamentos/aeroporto-navegantes/","","4","625","0.64","26.63"
"https://movepark.co/estacionamentos/campinas/virapark-estacionamento-viracopos/","VCP","4","358","1.12","12.66"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-salvador","","4","71","5.63","9.94"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-do-recife","","4","760","0.53","10.49"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-congonhas","","4","538","0.74","18.61"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-florianopolis","","4","612","0.65","9.80"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-fortaleza","","4","218","1.83","9.35"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-vitoria","","4","380","1.05","7.52"
"https://skypark.movepark.co/login","","4","500","0.80","22.55"
"https://movepark.co/blog/como-encontrar-o-melhor-estacionamento-no-aeroporto-de-guarulhos/","GRU","3","2273","0.13","12.77"
"https://movepark.co/blog/onde-estacionar-meu-carro-em-aeroporto-viracopos-em-2024/","VCP","3","1132","0.27","45.20"
"https://movepark.co/blog/preco-estacionamento-aeroporto-viracopos-saiba-tudo-aqui/","VCP","3","1584","0.19","9.08"
"https://movepark.co/destinos/aeroporto-de-congonhas","","3","366","0.82","21.82"
"https://movepark.co/estacionamentos/aeroporto-afonso-pena/hangar-vip-aeroporto-afonso-pena","CWB","3","243","1.23","6.21"
"https://movepark.co/estacionamentos/aeroporto-viracopos/br-parking/","VCP","3","5871","0.05","14.66"
"https://movepark.co/faq/o-estacionamento-no-aeroporto-de-londrina-oferece-traslado-ate-o-terminal","","3","111","2.70","9.64"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-afonso-pena","CWB","3","111","2.70","8.45"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-confins","CNF","3","187","1.60","19.79"
"https://aeropark.movepark.co/login","","2","1287","0.16","23.67"
"https://aerovalet.movepark.co/aeroporto-congonhas/vaga-coberta?utm_source=aeropark&utm_medium=organic&utm_campaign=afiliado-movepark","","2","31","6.45","5.90"
"https://airpark.movepark.co/","","2","1895","0.11","19.02"
"https://chatbuilder.movepark.co/","","2","77","2.60","4.77"
"https://movepark.co/blog/qual-e-o-melhor-estacionamento-aeroporto-viracopos-2022/","VCP","2","323","0.62","42.60"
"https://movepark.co/blog/regiao/aeroporto-congonhas/","","2","228","0.88","16.89"
"https://movepark.co/blog/regiao/aeroporto-rio-galeao/","","2","206","0.97","32.69"
"https://movepark.co/blog/regiao/terminal-rodoviario-tiete/","","2","155","1.29","47.63"
"https://movepark.co/calculadora-estacionamento-aeroporto","","2","58","3.45","7.07"
"https://movepark.co/destinos/aeroporto-de-florianopolis-hercilio-luz","","2","21","9.52","16.00"
"https://movepark.co/destinos/aeroporto-de-fortaleza","","2","14","14.29","15.57"
"https://movepark.co/destinos/aeroporto-de-londrina","","2","68","2.94","8.91"
"https://movepark.co/destinos/aeroporto-do-galeao","","2","265","0.75","10.82"
"https://movepark.co/destinos/aeroporto-salgado-filho","","2","58","3.45","14.83"
"https://movepark.co/destinos/aeroporto-santos-dumont","","2","177","1.13","10.79"
"https://movepark.co/estacionamentos/aeroporto-de-confins/aeropark-confins-aeroporto-confins","CNF","2","176","1.14","9.46"
"https://movepark.co/estacionamentos/aeroporto-de-viracopos/estacionamento-oficial-viracopos-estapar","VCP","2","110","1.82","64.06"
"https://movepark.co/faq/o-estacionamento-no-aeroporto-de-vitoria-oferece-traslado-ate-o-terminal","","2","29","6.90","10.90"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-confins","CNF","2","25","8.00","24.20"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-maceio","","2","101","1.98","9.95"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-cuiaba","","2","249","0.80","7.79"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-joao-pessoa","","2","176","1.14","6.41"
"https://plenty.movepark.co/profile/my-reservations","","2","25","8.00","9.64"
"https://abbapark.movepark.co/login?callbackUrl=%2Fprofile%2Fvehicles","","1","766","0.13","8.93"
"https://aerovalet.movepark.co/terminal-rodoviario-tiete/vaga-coberta-tiete","","1","7","14.29","7.00"
"https://garageinn.movepark.co/pt-br/aeroporto-viracopos/vaga-avulsa","VCP","1","300","0.33","12.13"
"https://hub.movepark.co/cancelamento","","1","4","25.00","6.75"
"https://hub.movepark.co/contato","","1","7","14.29","14.00"
"https://hub.movepark.co/destinos/aeroporto-afonso-pena","CWB","1","19","5.26","15.11"
"https://hub.movepark.co/destinos/aeroporto-de-brasilia","","1","21","4.76","10.95"
"https://hub.movepark.co/destinos/aeroporto-salgado-filho","","1","14","7.14","10.86"
"https://movepark.co/blog/","","1","2289","0.04","11.54"
"https://movepark.co/blog/como-estacionar-barato-no-aeroporto-de-guarulhos/","GRU","1","380","0.26","49.58"
"https://movepark.co/blog/como-reservar-vaga-no-estacionamento-do-aeroporto-de-viracopos/","VCP","1","988","0.10","73.76"
"https://movepark.co/blog/descubra-o-melhor-parque-low-cost-junto-ao-aeroporto-de-lisboa/","","1","5621","0.02","49.90"
"https://movepark.co/blog/dicas-de-viagem-encontre-o-estacionamento-perfeito-perto-do-aeroporto-de-guarulhos-com-o-movepark/","GRU","1","1335","0.07","18.12"
"https://movepark.co/blog/estacionamento-aeroporto-guarulhos-veja-o-preco-dos-principais-estacionamentos/","GRU","1","7624","0.01","52.64"
"https://movepark.co/blog/estacionamento-perto-do-aeroporto-de-guarulhos-reserve-online/","GRU","1","2185","0.05","86.03"
"https://movepark.co/blog/guia-completo-dos-estacionamentos-proximos-ao-aeroporto-de-lisboa-precos-e-opcoes/","","1","894","0.11","53.60"
"https://movepark.co/blog/melhores-precos-de-estacionamento-no-aeroporto-de-navegantes/","","1","82","1.22","7.90"
"https://movepark.co/blog/os-beneficios-de-ir-de-carro-para-o-aeroporto-de-guarulhos-em-2024/","GRU","1","1355","0.07","57.11"
"https://movepark.co/blog/ponce-park-descubra-se-o-estacionamento-aeroporto-gru-oferece-vagas-cobertas/","GRU","1","546","0.18","26.38"
"https://movepark.co/blog/quanto-custa-um-estacionamento-do-aeroporto-afonso-pena/","CWB","1","180","0.56","36.17"
"https://movepark.co/blog/regiao/aeroporto-confins/","CNF","1","630","0.16","42.27"
"https://movepark.co/blog/regiao/aeroporto-guarulhos/","GRU","1","839","0.12","51.19"
"https://movepark.co/contato","","1","5","20.00","7.00"
"https://movepark.co/destinos/aeroporto-de-campo-grande","","1","62","1.61","10.56"
"https://movepark.co/destinos/aeroporto-de-confins","CNF","1","618","0.16","11.45"
"https://movepark.co/destinos/aeroporto-de-goiania","","1","111","0.90","15.23"
"https://movepark.co/destinos/aeroporto-de-salvador","","1","140","0.71","11.02"
"https://movepark.co/destinos/aeroporto-internacional-de-sao-paulo-guarulhos","GRU","1","349","0.29","52.32"
"https://movepark.co/estacionamentos/aeroporto-afonso-pena/best-park-estacionamentos-aeroporto-afonso-pena","CWB","1","242","0.41","5.03"
"https://movepark.co/estacionamentos/aeroporto-afonso-pena/estacionamento-aeroporto-afonso-pena-curitiba","CWB","1","4","25.00","1.00"
"https://movepark.co/estacionamentos/aeroporto-afonso-pena/express-park-aeroporto-aeroporto-afonso-pena","CWB","1","59","1.69","10.53"
"https://movepark.co/estacionamentos/aeroporto-de-congonhas/the-parking-estacionamento-aeroporto-congonhas","","1","88","1.14","10.36"
"https://movepark.co/estacionamentos/aeroporto-de-salvador/estacionamento-bambuzal-aeroporto-salvador","","1","209","0.48","9.44"
"https://movepark.co/estacionamentos/aeroporto-internacional-do-recife-guararapes/estacionamento-recife-grupo-recife-rent-a-car-aeroporto-recife","","1","27","3.70","20.63"
"https://movepark.co/estacionamentos/aeroporto-internacional-do-recife-guararapes/foco-park-estacionamento-aeroporto-recife","","1","28","3.57","4.39"
"https://movepark.co/faq/as-vagas-no-aeroporto-de-londrina-sao-cobertas-ou-descobertas","","1","10","10.00","7.60"
"https://movepark.co/faq/as-vagas-no-aeroporto-de-vitoria-sao-cobertas-ou-descobertas","","1","13","7.69","11.31"
"https://movepark.co/faq/as-vagas-no-aeroporto-do-recife-sao-cobertas-ou-descobertas","","1","11","9.09","6.45"
"https://movepark.co/faq/as-vagas-no-aeroporto-salgado-filho-sao-cobertas-ou-descobertas","","1","50","2.00","10.76"
"https://movepark.co/faq/existe-limite-de-altura-gabarito-para-suvs-vans-ou-furgoes-salvador-ssa","","1","3","33.33","4.33"
"https://movepark.co/faq/o-estacionamento-no-aeroporto-afonso-pena-oferece-traslado-ate-o-terminal","CWB","1","19","5.26","10.05"
"https://movepark.co/faq/o-estacionamento-no-aeroporto-de-cuiaba-oferece-traslado-ate-o-terminal","","1","13","7.69","8.38"
"https://movepark.co/faq/o-estacionamento-no-aeroporto-salgado-filho-oferece-traslado-ate-o-terminal","","1","177","0.56","9.73"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-florianopolis","","1","31","3.23","12.71"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-teresina","","1","20","5.00","6.55"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-viracopos","VCP","1","63","1.59","19.83"
"https://movepark.co/faq/qual-o-estacionamento-mais-barato-perto-do-aeroporto-de-vitoria","","1","16","6.25","11.31"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-campo-grande","","1","167","0.60","9.29"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-goiania","","1","344","0.29","10.14"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-navegantes","","1","64","1.56","8.95"
"https://movepark.co/faq/quanto-custa-estacionar-no-aeroporto-de-viracopos","VCP","1","336","0.30","15.53"
"https://movepark.co/p/aeropark/aeroporto-guarulhos/covered","GRU","1","342","0.29","8.79"
"https://movepark.co/p/aerovalet/terminal-rodoviario-tiete/covered","","1","134","0.75","11.13"
"https://movepark.co/precos/aeroporto-de-viracopos","VCP","1","62","1.61","34.68"
"https://movepark.co/pt/estacionamentos/faro/airpark-estacionamento-aeroporto-faro/","","1","6094","0.02","45.26"
"https://movepark.co/pt/estacionamentos/lisboa/","","1","2089","0.05","54.80"
"https://movepark.co/pt/estacionamentos/lisboa/airpark/","","1","11943","0.01","48.51"
"https://movepark.co/pt/estacionamentos/lisboa/redpark-estacionamento-aeroporto-lisboa/","","1","2127","0.05","35.36"
